UNK	GMP1	GMP2	GMP3	MKP	pDC	Bcell	CD4Tcell	CD8Tcell	NKcell	CLP	Ery	LMPP	CMP	GMP	HSC	MEP	Mono	MPP
AC079305.11	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	3
AC079305.8	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0
HNRNPA3	11840	11734	13159	25250	43165	40304	28054	36343	30328	34495	52000	24381	26470	51935	74222	31706	47978	26081	35673
NFE2L2	1266	986	929	2317	4649	3318	8787	12588	9303	8893	4903	4739	6270	8448	13720	12127	11326	13268	11166
AC079305.10	19	0	11	42	16	20	72	41	24	15	4	5	2	10	8	21	13	52	32
RP11-337N6.2	1	1	0	1	6	5	18	14	3	1	5	0	25	16	20	26	12	15	26
RP11-337N6.1	5	0	0	0	0	0	1	12	21	10	6	0	19	7	18	30	18	17	34
AGPS	1285	2141	2089	3974	3885	2140	2554	5405	4917	5925	12031	3681	7828	14316	17239	17285	12025	9508	17895
TTC30B	80	97	27	72	221	253	733	365	359	294	1390	622	795	811	1371	930	1037	406	896
AC073834.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC30A	169	78	215	42	123	18	883	162	149	159	606	283	526	635	982	946	641	247	613
PDE11A	0	0	0	0	1	0	3	1	1	1	0	1	1	1	2	16	4	0	2
AC012499.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
RBM45	152	19	75	268	350	174	381	683	473	442	660	112	522	660	958	525	872	324	537
OSBPL6	1	0	0	1	66	9	2	39	28	0	0	73	7	461	13	77	58	0	89
RP11-65L3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AC009948.5	571	668	902	1088	972	663	1069	986	1087	644	1348	31	1820	2851	4381	2372	2557	1081	2946
PRKRA	287	322	164	696	684	774	1532	2018	1773	706	1436	146	1510	3822	3969	2168	3220	1396	2662
DFNB59	7	0	10	0	0	22	34	39	31	16	59	0	60	59	88	47	90	9	140
FKBP7	181	221	147	299	547	73	63	71	124	57	174	4	583	1237	1736	578	1148	133	780
PLEKHA3	2362	2173	1832	4399	7297	5467	9131	9313	8284	8088	9491	3575	6141	13840	14016	13105	12737	10402	16913
TTN-AS1	44	16	5	31	49	26	573	788	632	354	252	37	277	395	516	432	327	537	614
TTN	1503	843	905	2400	947	5206	43549	38249	25232	6423	4895	596	4816	4909	7508	5092	3423	3292	5080
RP11-65L3.4	0	4	4	2	21	17	51	83	57	40	58	8	30	46	57	105	65	66	77
RP11-65L3.2	2	4	2	0	4	1	29	48	24	19	49	22	19	48	32	24	23	50	89
RP11-171I2.5	0	0	0	0	0	0	13	8	3	3	4	1	3	8	4	19	5	7	8
RP11-171I2.2	1	0	3	0	1	1	19	32	19	17	17	0	29	5	20	38	12	10	6
RP11-171I2.4	4	0	0	0	0	0	7	13	10	6	2	0	13	2	2	10	8	2	17
RP11-171I2.3	0	0	0	0	0	0	31	44	28	9	1	0	8	13	21	3	3	1	0
RP11-171I2.1	0	0	0	0	0	29	34	48	22	2	1	0	2	2	8	1	0	0	5
RP11-88L24.4	0	0	0	0	0	0	1	10	7	0	0	0	0	0	2	0	0	0	0
CCDC141	35	117	133	269	0	505	4265	5233	3404	402	651	0	292	421	872	98	38	0	233
SESTD1	779	938	673	1321	9800	2118	13859	1182	588	1481	10953	1429	2673	7126	7130	2987	6149	10075	4046
AC093911.1	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
ZNF385B	2	5	0	0	0	0	0	0	0	0	0	45	0	6	6	0	0	1	0
CWC22	351	282	278	320	1433	819	4309	5325	4315	4931	3917	1810	3148	4142	5983	4253	4966	4291	4598
AC009478.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2E3	719	754	693	854	5899	2782	3239	4426	3850	6380	5478	7001	4004	11015	11554	7734	13121	5733	8099
AC104076.3	0	0	1	0	0	0	0	10	4	2	1	1	1	4	1	3	2	1	17
AC068196.1	6	0	0	0	0	0	3	3	2	2	5	1	2	0	1	2	5	1	4
AC104820.2	0	0	12	6	0	1	10	848	862	552	13	0	24	4	15	1	19	2	1
AC020595.1	0	0	0	0	0	0	2	26	24	9	0	0	0	0	0	0	0	0	0
ITGA4	2363	2446	2350	2693	5288	3192	19937	23992	22814	21838	14925	13741	15976	52036	29252	23675	32001	26309	28475
CERKL	961	921	759	1292	1058	524	6057	8650	7693	8897	6425	4262	5594	15724	10035	9390	10795	8506	12152
NEUROD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
AC013733.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013733.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-366L5.1	11	51	2	0	288	25	26	23	9	0	26	4	32	546	220	167	718	300	388
SSFA2	1539	847	842	3379	5686	2628	2517	3469	2897	2425	3776	1020	4637	13685	10648	7569	11128	10827	10590
PPP1R1C	0	0	0	3	0	32	0	2	0	0	4	0	10	23	47	22	0	0	62
PDE1A	13	0	0	27	0	12	3	0	0	1	3	0	100	11	163	32	1	3	22
DNAJC10	1272	1628	1971	3190	5034	2461	25496	10147	8801	9237	7791	603	9578	17706	23430	12975	13930	21457	12861
FRZB	0	0	0	0	313	1	0	0	0	57	0	0	1	0	0	0	0	0	1
NCKAP1	2	0	0	0	1279	10	7	531	227	1479	20	88	5	362	18	1063	928	10	1307
DUSP19	58	49	76	33	777	49	103	309	306	351	205	69	356	1243	474	1122	1086	70	1363
AC064871.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUP35	59	47	98	194	148	24	424	592	579	482	572	287	616	853	928	572	1258	111	698
RP11-438L19.1	0	1	0	5	0	0	150	15	17	5	13	1	6	26	17	4	26	1	23
AC093639.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF804A	222	281	175	201	578	17	462	0	1	0	7	0	723	2437	2568	1661	2154	663	2340
AC007966.1	0	0	0	0	0	0	0	0	3	0	4	0	2	4	0	6	0	0	4
FSIP2	79	1	0	1	19	30	105	168	188	53	121	0	181	108	129	478	93	3	185
AC008174.3	0	0	0	0	0	0	7	0	3	0	2	0	1	0	2	1	0	0	3
AC097500.2	8	1	0	0	0	13	55	55	88	72	6	9	26	43	30	58	43	8	27
RP11-410E4.1	1	6	2	13	3	13	78	78	80	36	33	2	30	39	65	118	48	20	65
ZC3H15	3972	3571	3438	6319	4830	2846	11491	16074	13179	11915	11081	7224	11020	17404	25499	13328	17936	14274	16032
AC018867.1	5	1	0	3	3	0	66	71	65	41	29	18	20	37	48	49	43	57	38
AC018867.2	12	1	0	0	2	2	61	35	36	25	10	8	5	28	21	30	10	36	31
ITGAV	125	78	137	99	1049	174	638	721	607	1206	481	5	937	1766	1603	2031	767	2479	1761
AC017101.10	52	3	2	46	24	0	8	17	15	17	21	0	16	70	24	36	26	40	58
FAM171B	219	365	330	665	314	197	15	45	31	200	813	0	1964	2558	2498	5033	572	175	4480
ZSWIM2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	13	0	2	1
AC007319.1	89	32	42	7	92	52	0	0	0	1	12	49	228	537	599	1047	490	5	1169
CALCRL	40	129	32	180	36	118	58	140	88	171	162	1	1422	1093	1395	2507	479	1264	2212
TFPI	1351	866	1205	1511	4168	1082	8	10	2	8	330	701	3979	7525	4977	15917	8252	38	13336
LINC01090	0	0	0	0	0	0	3	3	1	0	2	0	0	1	4	0	0	2	1
GULP1	6	0	0	0	27	0	0	1	0	0	0	24	0	2	1	3	12	0	11
DIRC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL3A1	0	0	0	0	26	0	0	1	2	0	1	0	1	4	3	2	2	0	0
COL5A2	2	21	0	17	35	0	21	31	26	8	24	0	18	30	22	41	7	2	19
AC133106.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR75	447	489	398	554	1341	523	2207	3362	2543	1913	2230	931	2967	4087	6071	3120	5897	1827	3498
SLC40A1	127	579	691	737	10242	729	89	7640	2066	179	693	17268	4599	45131	9051	12341	53356	12246	32046
ASNSD1	342	297	414	902	904	404	2795	4215	3669	3042	2410	2875	2555	4908	5890	3947	7181	2040	4256
ANKAR	32	16	24	21	151	15	1916	1310	939	905	232	32	430	563	608	786	762	370	1005
OSGEPL1	63	71	186	209	341	104	1043	1553	1283	1002	310	85	647	1030	1255	974	959	281	1109
OSGEPL1-AS1	1	2	0	0	9	0	297	60	28	11	4	4	20	12	17	26	29	0	46
RP11-455J20.3	0	0	1	0	5	0	188	111	41	46	6	1	5	16	29	38	18	3	39
ORMDL1	1039	577	666	1008	1182	1215	2516	4778	3158	2598	2319	615	1433	3417	3878	2244	2623	3204	3435
AC013468.1	0	0	0	0	4	2	5	5	7	9	2	1	7	3	9	12	3	4	3
PMS1	185	236	289	2254	490	200	1020	1400	1265	1366	1046	254	1552	2033	3120	1321	3100	551	1679
C2orf88	37	25	42	9	7085	42	854	443	304	340	399	2481	349	6511	633	2442	6660	152	4347
MSTN	0	0	0	0	0	0	1	1	0	13	1	0	0	1	1	0	0	1	0
HIBCH	633	899	1034	1525	1185	351	1819	1472	1338	1709	1653	238	2228	3260	4224	3298	3763	812	3293
INPP1	75	146	64	223	1543	162	93	191	210	644	97	0	388	643	1000	564	761	901	582
MFSD6	1484	1129	1396	3080	5376	3398	5159	6621	6397	6345	5452	1592	4021	6643	8713	5876	5582	6609	6043
RP11-647K16.1	14	18	166	369	1	14	49	67	41	37	77	7	61	65	146	79	62	22	145
TMEM194B	241	221	274	662	1301	1152	2471	4165	3254	2921	2849	171	2332	3703	5309	2450	2626	1290	3538
AC093388.3	9	0	1	3	16	0	11	7	17	7	13	7	5	26	11	5	17	1	3
NAB1	432	445	477	501	1694	1199	569	1188	1077	1222	1568	506	2166	2581	3401	2657	2535	1514	3019
AC006460.2	4	4	2	1	14	13	4	30	15	5	26	15	20	27	18	36	24	45	5
AC005540.3	3	1	0	2	7	3	52	37	25	18	9	2	1	29	34	21	14	39	27
GLS	589	253	476	708	3637	912	7423	10158	8988	9275	5324	690	5036	7769	8473	6888	8248	4273	7417
STAT1	1514	1004	1928	3036	4545	1750	6841	21516	14442	9596	3527	1319	5466	10580	14268	8043	11826	26734	8720
AC067945.2	0	0	0	0	0	0	0	12	9	4	0	0	0	0	0	1	0	0	0
STAT4	295	43	34	442	302	870	168	8447	9315	18073	19	8	241	780	755	1421	530	54	1240
AC092614.2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0
MYO1B	240	144	172	362	4	443	2408	571	268	19	333	0	1039	357	2428	344	25	5	505
NABP1	300	166	204	76	224	50	2507	6585	3357	3231	197	152	1818	1397	2984	1837	1005	6127	1785
AC098872.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3
SDPR	299	433	341	544	8681	405	0	0	1	18	126	51	2317	3049	1440	5959	3945	54	5217
AC098617.1	0	0	0	0	30	0	0	0	0	1	4	0	29	53	17	57	169	0	32
TMEFF2	0	0	2	0	8	0	1	0	0	0	2	1	58	19	7	21	83	0	20
AC013401.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013401.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCGEM1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-764E7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC018799.1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
AC006196.1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
AC010983.1	0	0	0	0	0	0	0	20	2	0	18	0	0	0	0	0	0	0	0
AC064834.1	0	0	0	0	0	0	3	13	3	0	1	0	0	1	1	0	1	0	0
RP11-762E8.1	0	0	0	0	0	0	1	4	1	0	0	0	0	0	1	0	0	1	0
AC064834.2	2	2	3	0	0	0	45	140	83	5	16	1	29	2	11	1	0	3	4
AC064834.3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
SLC39A10	1505	2216	2142	4885	2987	3366	13424	11101	9314	10511	8328	807	13165	17708	21680	13547	13721	5015	14972
DNAH7	14	2	7	2	12	6	547	419	265	320	69	30	123	213	137	133	114	37	193
STK17B	5029	4506	6006	13363	3290	19070	59423	92740	69772	38394	12278	10079	15532	19700	39792	44669	15321	116978	42088
RP11-347P5.1	308	258	118	823	40	658	6637	4553	3712	3488	1676	733	2007	1976	3255	4145	903	5345	3687
HECW2	0	0	1	0	46	4	86	61	14	4	25	0	43	4	15	9	2	237	8
AC020571.3	0	0	0	0	94	0	1	562	66	0	0	0	0	66	6	69	24	5	62
CCDC150	132	50	54	6	213	303	159	27	34	31	299	226	198	184	378	66	256	53	181
GTF3C3	996	1005	871	1277	4248	2343	3051	4517	3251	2972	4609	2278	5570	10029	10743	6952	10089	3655	8055
C2orf66	0	0	0	0	0	0	1	4	15	1	0	0	0	94	2	34	6	1	15
PGAP1	273	209	136	188	110	149	269	1875	1283	579	539	3	906	512	1101	1192	165	308	1150
ANKRD44	359	184	198	723	343	2939	15390	14149	11862	11359	2756	17	2031	2005	4259	1995	892	9875	1998
AC013264.2	0	0	1	0	1	12	244	582	348	47	2	0	13	10	34	10	6	35	1
AC010746.3	0	0	0	0	0	0	3	12	6	0	5	0	0	2	1	0	0	6	2
SF3B1	15343	10636	12553	22416	34361	26852	38805	54321	40165	34955	43402	17895	27588	58783	76319	35896	66911	50995	44178
COQ10B	257	318	269	432	1123	602	2418	3978	3783	3835	1763	1996	1105	3189	2432	3622	2168	3793	3990
HSPD1	9252	10854	9609	16460	32349	9859	6236	13072	11972	6319	24718	7585	28211	53012	73598	27126	76055	8356	35018
HSPE1	792	930	637	1753	2629	1179	1116	1858	1846	1654	2715	741	4566	5745	7857	2554	8049	1244	3885
HSPE1-MOB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOB4	141	177	110	263	546	233	1364	1447	1281	1207	1023	546	697	1351	1628	1249	1611	1527	1574
RFTN2	12	5	16	1	14	9	236	254	356	257	107	39	64	45	45	60	42	43	135
AC011997.1	0	0	0	0	0	0	0	10	0	1	0	0	0	0	1	1	1	0	0
MARS2	877	639	846	486	1526	281	783	1748	1583	1181	521	71	1411	2228	4178	1125	3766	455	1328
BOLL	0	0	1	0	0	0	7	22	21	3	7	0	0	11	1	3	1	2	1
PLCL1	0	5	7	26	37	23	42	7217	1876	483	43	2	36	106	147	824	32	1056	956
AC109589.1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
AC005235.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AC019330.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC018717.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SATB2	0	1	12	111	36	2	2	3	74	243	8	0	1	35	50	1	38	454	3
RP11-486F17.1	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	1	0
SATB2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093590.1	0	0	0	0	1	0	0	0	1	0	0	0	0	7	1	0	1	1	0
FTCDNL1	25	72	11	24	64	8	7	47	30	0	18	0	122	167	238	132	134	63	204
C2orf69	135	143	235	218	954	334	1907	2974	2427	1187	1573	2239	1158	2436	2442	2253	2453	2295	2215
TYW5	278	107	32	233	488	363	2901	2358	1975	1754	1246	446	759	2057	1601	1475	1471	1481	1673
C2orf47	62	90	41	89	195	80	1275	925	850	717	1085	184	518	1495	1502	822	1361	865	1192
SPATS2L	191	446	297	862	587	1797	38	422	432	253	127	3	1593	2067	3356	2213	208	1215	2128
KCTD18	347	276	646	995	635	898	1576	2011	1859	2000	1903	268	1209	2450	2512	2188	1788	1929	2974
SGOL2	58	123	171	406	1137	980	367	461	383	784	4360	4641	1823	2790	4863	1455	3440	516	1782
AOX1	90	234	93	36	0	33	1	11	1	0	97	0	862	557	1961	599	107	8	835
AC007163.3	0	0	0	0	0	15	209	55	45	10	884	1	31	28	59	25	2	59	31
AC007163.6	4	0	0	0	0	1	18	0	0	0	225	0	48	4	28	9	0	0	3
BZW1	1096	741	1030	2217	4550	2665	7864	6671	8436	13782	6300	2378	4974	8395	10488	6765	6746	8656	7323
RP11-469M7.1	1362	239	493	1021	1624	1092	2348	2218	2308	3105	1703	669	986	3128	3141	2373	1970	2579	3445
CLK1	3610	868	727	1483	2123	4054	13301	15654	12289	12084	10816	4649	3032	5279	4111	5432	3219	6572	5811
PPIL3	387	659	555	477	845	977	1960	3243	2790	2114	2409	1157	3139	4502	4886	3948	4851	1891	5047
NIF3L1	302	185	290	886	1244	629	1360	2161	1872	2055	1149	1134	1578	2242	3362	1119	3523	1384	1383
ORC2	134	238	184	412	654	380	2356	3251	2699	2594	3828	3478	2690	3738	3569	2391	4707	1125	2906
AC005037.3	2	2	0	0	1	1	1	0	0	1	0	0	0	2	0	0	1	0	4
FAM126B	1019	310	307	1056	1325	1124	5047	5055	4467	5126	2081	577	1627	3477	3151	2128	3079	3215	2462
NDUFB3	163	452	109	404	720	524	603	1091	833	1161	1797	1667	1365	1760	2731	863	2158	1529	1151
RP11-13J8.1	0	0	0	0	3	0	16	4	2	2	18	0	0	2	8	0	1	4	1
CFLAR	5106	3208	2831	4345	4538	7615	13756	22073	15580	35444	5822	653	6104	9525	14167	10060	10954	29869	11416
CFLAR-AS1	20	6	5	16	17	44	230	451	309	670	129	36	99	102	177	114	84	560	125
AC007283.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASP10	665	376	391	709	1889	774	1887	5284	3390	9506	1804	412	2955	4329	3093	4230	7658	6130	4496
CASP8	1514	533	644	915	1752	1005	2740	6199	5208	7043	1710	999	2500	3430	4388	2262	4297	4730	3318
ALS2CR12	26	40	11	15	57	48	545	975	725	595	311	2226	138	127	214	186	132	231	91
TRAK2	433	375	448	500	4586	835	13217	11700	7544	6238	2515	161958	1933	5190	3983	2686	11405	6439	3798
STRADB	542	560	750	948	2092	485	2663	1571	1423	886	1345	90389	1362	4494	4581	1633	13633	1455	2553
ALS2CR11	4	1	3	0	7	1	65	37	42	19	14	100	22	77	66	67	60	4	60
TMEM237	275	440	870	1293	765	762	238	481	829	254	582	325	1434	2458	3481	1836	3669	110	1988
MPP4	0	0	0	0	7	0	437	15	18	7	0	4	7	59	5	19	3	10	23
ALS2	1077	489	388	796	3103	799	895	1171	1155	1512	972	1494	2249	7318	4144	6070	4096	1445	6552
CDK15	0	0	0	0	0	0	0	1	0	0	0	0	0	2437	18	12	30	0	91
RP11-107N15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	13	4	0	7
FZD7	1	28	0	397	146	0	5	2	15	0	99	35	184	916	132	515	747	8	926
AC079354.1	25	0	0	0	0	0	2	5	1	2	11	8	0	4	2	5	0	0	2
AC079354.3	0	1	0	0	0	0	1	2	1	2	0	0	0	5	0	0	0	0	1
AC079354.5	0	0	0	0	0	0	0	0	0	0	0	2	0	5	5	4	0	0	0
SUMO1	2863	2395	2604	6322	3895	2929	3843	5608	4335	6957	8283	6328	4748	6149	7765	4085	7237	4495	5830
AC079354.2	0	0	0	0	0	0	0	2	1	0	1	1	0	3	2	0	3	2	0
NOP58	3666	2107	2278	4905	6428	2791	5335	9165	7086	3815	5138	1667	7971	15221	25459	7800	24689	3218	8995
RP11-686O6.1	0	0	0	0	0	0	10	11	5	3	1	0	0	1	0	2	3	0	0
RP11-686O6.2	38	45	1	62	193	175	243	87	58	29	22	0	39	66	39	142	33	25	185
BMPR2	1142	1319	1305	4253	4987	4692	8717	11532	9941	13458	3874	1378	5935	5963	11426	14605	4379	17510	12470
FAM117B	890	1024	1225	5875	1245	1425	12426	10569	8074	2782	2176	67	2638	4575	8035	4099	7908	9688	4248
ICA1L	235	66	127	244	476	466	2976	1941	1481	775	416	3	857	1150	1687	1043	1062	1404	1186
WDR12	1858	1105	1768	1412	2015	1122	751	1187	1411	1259	1362	874	3708	5862	7692	2813	9524	1597	3469
CARF	384	221	190	812	580	454	1780	2638	2420	1489	1321	180	926	1671	1594	2117	1337	819	1922
NBEAL1	507	573	579	826	1080	486	2711	4890	3580	3445	940	958	2251	3997	6452	4556	5411	4273	5710
CYP20A1	175	269	423	749	1440	1389	2260	4031	2643	2488	1184	1048	949	1684	2408	1618	1627	2552	1333
ABI2	4333	3899	6416	9298	21350	12566	3854	7655	6093	4081	5847	2129	9727	13440	16113	12962	9178	1245	14339
RP11-363J17.1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
RAPH1	16	6	14	17	127	17	66	457	98	137	66	21	123	111	171	249	306	844	194
CD28	0	0	0	3	13	50	23	24848	10453	47	0	4	4	10	99	29	0	2	2
CTLA4	0	0	0	0	0	0	2	2965	514	5	1	0	5	0	2	0	0	1	0
ICOS	0	0	0	0	1	0	5	8683	3267	62	1	0	0	1	3	16	0	0	11
AC009965.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009498.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC016903.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC016903.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PARD3B	28	37	35	61	675	143	4	90	106	4	28	0	416	440	273	1274	311	0	1188
NRP2	5	0	9	13	208	0	107	10	0	0	16	6	1	6	5	17	6	255	21
AC007362.3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
AC007679.3	0	0	0	0	0	0	1	3	0	4	2	0	1	1	8	5	4	6	1
INO80D	2956	1779	1810	2551	4948	4889	12113	12752	9879	9664	7147	4272	5992	10482	14039	8720	13489	8110	10143
AC007383.3	19	12	10	13	22	4	70	109	79	68	156	36	111	228	124	159	234	40	117
NDUFS1	2459	2475	2936	4900	11627	4660	5561	9064	7056	7622	6913	6876	7281	16476	18785	9173	20626	11481	10511
AC007383.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EEF1B2	12563	17691	18513	23627	41073	28383	45664	109482	69898	23677	25023	10907	65156	148539	155195	100548	173960	29767	121492
GPR1	0	0	0	0	0	15	4	1	2	1	0	0	1	0	0	1	1	0	7
ZDBF2	118	95	94	529	198	360	3450	4231	2720	709	190	19	618	1337	991	2655	658	72	1872
AC017081.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ADAM23	0	0	0	0	0	0	3709	848	34	2	1	2	4	5	5	8	0	1	13
AC010731.2	0	0	0	0	0	0	67	14	1	0	0	0	0	0	0	0	0	0	0
AC010731.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010731.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DYTN	76	141	25	0	88	0	0	0	0	0	0	0	43	367	44	337	131	0	549
MDH1B	9	6	0	46	4	0	0	14	4	0	11	0	60	50	101	133	57	0	55
FASTKD2	489	141	160	242	837	381	1974	3019	2479	1490	1148	608	2314	3461	4763	3351	5184	1739	3506
RP11-95H11.1	5	0	0	0	9	0	2	18	22	2	2	0	1	4	12	2	3	2	0
AC008269.2	0	0	0	0	0	0	5	17	18	6	4	0	5	4	3	5	4	0	7
CPO	0	0	0	0	1	0	0	8	12	8	1	0	0	0	1	0	5	1	3
KLF7	2591	1955	2853	7487	2846	2486	8734	10417	7068	4216	3986	4	3367	3543	6257	7372	2260	11771	5661
AC007879.1	0	0	0	1	0	0	30	5	1	5	3	2	1	2	2	17	0	13	4
AC007879.2	0	0	0	0	0	0	63	15	6	0	5	1	1	5	2	5	12	36	2
AC007879.4	3	0	0	73	0	0	1	2	0	0	0	0	0	0	1	1	1	2	0
AC007879.3	0	0	0	0	0	0	11	1	6	1	0	0	0	2	3	0	2	4	2
AC007879.7	0	0	35	4	22	0	19	2	1	0	1	20	2	0	19	1	1	41	3
AC007879.5	3	1	5	9	23	4	319	109	43	23	17	5	18	27	14	40	18	165	37
AC007879.6	0	0	0	0	0	0	10	1	1	0	1	0	0	0	1	0	0	2	0
CREB1	1032	1168	1509	3697	4694	4310	14341	14824	11572	13093	15520	11916	8433	14636	17154	11428	12447	14063	13837
METTL21A	136	384	356	487	838	524	2459	1303	1110	669	1026	532	1364	2890	3061	1911	3662	1679	1985
AC079767.4	0	0	0	0	0	0	1132	0	0	12	0	0	0	0	15	0	1	5	0
CCNYL1	2803	2076	3079	8992	3216	1538	2751	1785	1369	1580	1134	1573	1732	4620	7147	1737	3176	5804	2277
RP11-801F7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FZD5	152	331	400	1268	301	213	134	30	37	27	246	9261	576	820	1586	420	3002	371	464
AC096772.6	33	70	105	233	100	85	309	586	437	589	190	98	296	790	948	523	530	453	607
PLEKHM3	339	334	383	1058	775	808	1116	1760	1277	1787	634	259	778	1650	1926	1199	1459	1890	1210
CRYGD	37	100	20	5	21	8	0	0	0	0	0	0	203	224	260	191	110	0	400
CRYGC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYGB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYGA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2orf80	0	0	3	0	0	0	0	0	0	0	0	0	1	0	11	1	0	0	1
IDH1	306	512	546	601	1319	575	590	501	567	1044	1346	34	3103	4484	11324	1825	4668	10210	2432
IDH1-AS1	5	1	0	0	15	3	1	6	5	2	0	0	4	4	26	1	5	7	3
PIKFYVE	2473	2296	2059	4726	6899	2859	14073	8373	7266	8188	7892	2562	7551	13561	16824	10407	12585	9768	11550
PTH2R	0	4	0	0	31	0	25	4	11	27	2	27	14	605	38	6	1581	26	77
MAP2	0	0	0	0	26	3	1341	72	19	7	169	0	2	8	9	17	0	1	2
UNC80	1	5	6	0	0	0	2	4	17	1	12	0	13	8	22	23	3	8	35
RPE	277	468	508	1552	756	784	1285	1534	1568	2535	1603	878	2103	3324	5389	2062	3979	2523	2760
KANSL1L	219	318	381	272	1157	608	3250	2117	1653	1911	3945	654	2039	3599	3553	4033	3420	3117	4038
RP11-260M2.1	0	7	0	2	0	7	106	126	73	110	184	3	71	68	134	77	86	47	72
AC007038.7	37	32	58	173	49	84	954	757	821	1132	596	70	455	585	954	736	410	419	625
AC006994.2	0	0	0	0	0	0	4	0	2	0	8	5	3	3	3	1	8	2	12
ACADL	0	0	0	0	0	0	1	0	4	0	0	0	0	1	2	3	1	1	10
MYL1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AC007970.1	54	35	6	0	10	23	144	240	292	138	433	16	86	141	140	292	186	24	164
LANCL1	1035	1515	1205	1691	3955	2987	3859	5653	4883	3761	4793	1540	7546	15029	16460	10184	16122	2013	12090
CPS1	36	104	108	183	244	112	9	59	79	2	93	76	179	106	471	125	120	32	194
ERBB4	0	0	0	0	0	0	240	4	1	1	210	0	0	0	0	0	0	1	0
AC093381.2	0	0	0	0	0	0	1	6	6	23	5	0	0	11	0	0	2	0	4
AC108066.1	0	17	0	0	0	0	10	13	9	43	9	0	0	9	3	4	2	0	2
IKZF2	216	261	42	194	175	266	6147	5123	6780	13418	3864	11	1009	15620	1155	4887	3138	30	4974
RP11-105N14.1	0	4	1	0	2	3	76	29	13	24	8	1	16	95	21	71	75	0	142
